Part Number,Description,PriceEa,ValidFrom
hq11,ck V 100s green strobe mine to flower shuttle w/blue stars (30s),68.96,1/01/2017
lda189,ck V 150s silver crown to red and green (30s),66.15,1/01/2017
ht237-blue,ck V 50s blue daytime smoke comet w/crackling (15 sec),51.53,1/01/2017
ht237-grn,ck V 50s green daytime smoke comet w/crackling (15 sec),51.53,1/01/2017
ht237-pur,ck V 50s purple daytime smoke comet w/crackling (15 sec),51.53,1/01/2017
ht237-wht,ck V 50s white daytime smoke comet w/crackling (15 sec),51.53,1/01/2017
ht237-yel,ck V 50s yellow daytime smoke comet w/crackling (15 sec),51.53,1/01/2017
th18-80,ck V 80s red tail to wave willow w/green strobe pistil (25s),76.19,1/01/2017
thtck02,ck V 80s time rain crossettes - 26s,82.14,1/01/2017
mtnck06,ck W 100s crcklng chrys L&R; blue peony middle   (30s),75.41,1/01/2017
wh50-100q,"ck W 100s red,grn,yel falling lvs & blue pearl w/color tails (26s)",68.48,1/01/2017
cspck03,"ck W 90s red tail to red strobe, green tail to ti (crackling) flower",62.9,1/01/2017
th19-90,"ck W 90s red, green & yellow peonies w/dragon eggs (29s)",84.43,1/01/2017
jsm07-q,ck X 130s lucky 2011(rd & grn tls to rd & grn strb falling leaves - 12sec),103.53,1/01/2017
thtck03-q,ck Z 100s blue pistil red glitter willow horsetail - 17s,84.29,1/01/2017
cspck22,ck Z 100s blue tail to brocade crown w/blue stars (30 sec),72.15,1/01/2017
ny23-q,ck Z 100s dragon in flowers  20sec,68.36,1/01/2017
th27-100,ck Z 100s peachblow crossettes alternate wave willow w/peach pist (30s),99.07,1/01/2017
cspck04-q,ck Z 100s purple & green tails to white strobe,73.67,1/01/2017
yxck04,ck Z 100s silver fish mines to silver floating chrys (20s),65.98,1/01/2017
lda181,ck Z 100s silver to red w/tail (30 sec),66.15,1/01/2017
th26-120,"ck Z 120s rainbow comets (mag, lem, aqua, orange) (28s)",105.89,1/01/2017
thnck03,"ck Z 130s green glitter, yellow glitter, blue mines 12sec",109.76,1/01/2017
th20-130,ck Z 130s multicolor mines (peacock tail) (31s),124.15,1/01/2017
hxb13001,ck z 130s snow dance & red plum(red & sil gltr waterfalls-23s),104.16,1/01/2017
jsckm01,ck Z 150s American Thunder (ti slautes w/rwb tails) (57s),92.75,1/01/2017
thnck04,ck Z 150s multicolor & white glittering stars 19sec,124.92,1/01/2017
hxb18201,ck z 182s purple & lemon crossettes (20s),83.62,1/01/2017
ldc-mix2b,ck z 6x8s color tails (25 sec),24.5,1/01/2017
ldc-mix2a,ck z 6x8s sea blue crossettes (25 sec),24.5,1/01/2017
lda191,ck Z 80s brocade crown w/gold tails (25 sec),66.15,1/01/2017
lda172,ck Z 80s silver crown horse tail w/red tails (25 sec),73.5,1/01/2017
cspck02,ck Z 90s color tip whirl,66.58,1/01/2017
cspck01,ck Z 90s gold strobe willow w/big blue pistil w/blue mine,63.59,1/01/2017
mtnck08,"ck Z,W,S,fan 100s assorted effects    (33s)",75.41,1/01/2017
mtnck09,ck Z+I 125s golden & blue world  (19s),94.81,1/01/2017
wh1sp04,"cndl 1.2"" 1-shot gold strobe tail",3.84,1/01/2017
wh1sp06,"cndl 1.2"" 1-shot mine blood red stars",3.84,1/01/2017
wh1sp09,"cndl 1.2"" 1-shot mine blue stars",3.84,1/01/2017
wh1sp07,"cndl 1.2"" 1-shot mine crackling stars",3.84,1/01/2017
wh1sp08,"cndl 1.2"" 1-shot mine white stars",3.84,1/01/2017
wh1sp02,"cndl 1.2"" 1-shot red strobe tail",3.84,1/01/2017
wh1sp01,"cndl 1.2"" 1-shot red tail",3.84,1/01/2017
wh1sp03,"cndl 1.2"" 1-shot silver tail",3.84,1/01/2017
wh1sp05,"cndl 1.2"" 1-shot titantium crackling tail",3.84,1/01/2017
ldc066,"cndl 1.5"" 1-shot big brocade crown crossette",4.84,1/01/2017
ldc029,"cndl 1.5"" 1-shot big crackling tail crossette",4.84,1/01/2017
ht246-grn,"cndl 1.5"" 1-shot color smoke tiger tail - green (10 sec)",4.8,1/01/2017
ht246-pur,"cndl 1.5"" 1-shot color smoke tiger tail - purple (10 sec)",4.8,1/01/2017
ht246-wht,"cndl 1.5"" 1-shot color smoke tiger tail - white (10 sec)",4.8,1/01/2017
ht246-yel,"cndl 1.5"" 1-shot color smoke tiger tail - yellow (10 sec)",4.8,1/01/2017
th07,"cndl 1.75"" 1-shot gold wave tail",4.84,1/01/2017
th05,"cndl 1.75"" 1-shot lemon comet w/big magenta (peachblow) mine",4.84,1/01/2017
th10,"cndl 1.75"" 1-shot red & green peony break",4.84,1/01/2017
th02,"cndl 1.75"" 1-shot yellow glittering tail w/big green mine",4.84,1/01/2017
wh07,"cndl 2"" 1-shot blood red stars mine",5.84,1/01/2017
wh08,"cndl 2"" 1-shot brocade crown mine",5.84,1/01/2017
wh10,"cndl 2"" 1-shot brocade crown to blue mine",5.84,1/01/2017
wh1s22,"cndl 2"" 1-shot gold strobe tail",5.84,1/01/2017
wh1s02,"cndl 2"" 1-shot green comet (star) w/large lemon stars mine",5.84,1/01/2017
wh1s19,"cndl 2"" 1-shot green strobe tiger tail",5.84,1/01/2017
wh1s13,"cndl 2"" 1-shot green tiger tail",5.84,1/01/2017
wh1s06,"cndl 2"" 1-shot mine, blue stars",5.84,1/01/2017
wh1s11,"cndl 2"" 1-shot mine, fresh color (magenta, lemon, org, aqua) stars",5.84,1/01/2017
wh1s08,"cndl 2"" 1-shot mine, mixed lemon & green stars",5.84,1/01/2017
wh1s07,"cndl 2"" 1-shot mine, mixed orange & aqua stars",5.84,1/01/2017
wh1s09,"cndl 2"" 1-shot mine, red strobe stars",5.84,1/01/2017
wh03,"cndl 2"" 1-shot mine, silver strobe willow",5.84,1/01/2017
wh1s05,"cndl 2"" 1-shot mine, white stars",5.84,1/01/2017
wh1s10,"cndl 2"" 1-shot mine, white strobe stars",5.84,1/01/2017
wh09,"cndl 2"" 1-shot multicolor mine",5.84,1/01/2017
wh1s01,"cndl 2"" 1-shot orange comet (star) w/large aqua stars mine",5.84,1/01/2017
wh1s15,"cndl 2"" 1-shot orange tiger tail",5.84,1/01/2017
wh1s04,"cndl 2"" 1-shot peach (magenta) comet (star) w/large wht gltr stars mine",5.84,1/01/2017
wh1s03,"cndl 2"" 1-shot red comet (star) w/large silver glitter stars mine",5.84,1/01/2017
th12,"cndl 2"" 1-shot red strobe and gold wave mine",5.84,1/01/2017
wh1s18,"cndl 2"" 1-shot red strobe tiger tail",5.84,1/01/2017
wh1s12,"cndl 2"" 1-shot red tiger tail",5.84,1/01/2017
wh02,"cndl 2"" 1-shot red wave tail w/large red strobing mine",5.84,1/01/2017
jsm01,"cndl 2"" 1-shot silver strobe mine",5.84,1/01/2017
wh1s17,"cndl 2"" 1-shot silver strobe tiger tail",5.84,1/01/2017
wh05,"cndl 2"" 1-shot silver tiger tail",5.84,1/01/2017
wh1s20,"cndl 2"" 1-shot titanium crackling tail",5.84,1/01/2017
wh1s21,"cndl 2"" 1-shot whistles w/red mine",5.84,1/01/2017
wh01,"cndl 2"" 1-shot white glitter tail",5.84,1/01/2017
th11,"cndl 2"" 1-shot white strobe mine to red meteors",5.84,1/01/2017
th08,"cndl 2"" 1-shot yellow strobe to blue mine",5.84,1/01/2017
wh1s14,"cndl 2"" 1-shot yellow tiger tail",5.84,1/01/2017
yj18b,"cndl 20mm mine, 1-shot, blue",6.72,1/01/2017
yj18c,"cndl 20mm mine, 1-shot, crackling",6.72,1/01/2017
yj18g,"cndl 20mm mine, 1-shot, green",6.72,1/01/2017
yj18r,"cndl 20mm mine, 1-shot, red",6.72,1/01/2017
yj18w,"cndl 20mm mine, 1-shot, white",6.72,1/01/2017
40cb04,cndl 40mm caballer 1-shot cyan comet w/kamuro tail,9.35,1/01/2017
40cb03,cndl 40mm caballer 1-shot fuschia comet w/kamuro tail,9.35,1/01/2017
40cb07,cndl 40mm caballer 1-shot orange comet,9.35,1/01/2017
40cb10,cndl 40mm caballer 1-shot orange mine,9.35,1/01/2017
40cb06,cndl 40mm caballer 1-shot red comet w/ tail,9.35,1/01/2017
40cb09,cndl 40mm caballer 1-shot tangerine comet,9.35,1/01/2017
40cb05,cndl 40mm caballer 1-shot violet comet w/gold willow tail,9.35,1/01/2017
wq6,"cndl 1/2"" 10-shot bundle of 12 (120 shots) crackling tails",15.27,1/01/2017
wq11,"cndl 1/2"" 10-shot bundle of 15 (150 shots) red & green crackling stars",15.81,1/01/2017
wq12,"cndl 1/2"" 10-shot bundle of 15 (150 shots) silver tails to red & green",15.81,1/01/2017
wq4-Rnd,"cndl 1/2"" 8-shot bundle of 14 (112 shots) 1/2 gold comet & 1/2 mc stars",14.74,1/01/2017
wq7,"cndl 1/2"" 8-shot bundle of 15 (120 shots) gold glittering tl to green glitter",17.37,1/01/2017
wq8,"cndl 1/2"" 8-shot bundle of 15 (120 shots) gold willow tl to red & blue",15.81,1/01/2017
wq1,"cndl 1/2"" 8-shot bundle of 15 (120 shots) multicolor stars",15.81,1/01/2017
wq1-Rnd,"cndl 1/2"" 8-shot bundle of 15 (120 shots) multicolor stars",15.81,1/01/2017
wq5,"cndl 1/2"" 8-shot bundle of 15 (120 shots) red strobe tail to blue stars",17.37,1/01/2017
wq3-v,"cndl 1/2"" 8-shot bundle of 30 (240 shots V-shape) big silver glittering tls",25.48,1/01/2017
wq2-v,"cndl 1/2"" 8-shot bundle of 30 (240 shots V-shape) multicolor crackling tls",25.48,1/01/2017
wq9,"cndl 1/2"" 8-shot bundle of 30 (240 shots) brocade tail & blue stars",29.49,1/01/2017
snr122s,"cndl 1.2"" 8-shot silver tail (24s)",11.88,1/01/2017
snr120,"cndl 1.5"" 8-shot silver tail (24s)",12.88,1/01/2017
wh8s03,"cndl 1.75"" 8-shot brocade tiger tail (27s)",18.49,1/01/2017
wh8s10,"cndl 1.75"" 8-shot color (rainbow) stars (27s)",28.49,1/01/2017
wh13-q,"cndl 1.75"" 8-shot flashing willow tail to blue crossette (27s)",18.49,1/01/2017
wh14-q,"cndl 1.75"" 8-shot flashing willow tail to red crossette (27s)",18.49,1/01/2017
wh8s07,"cndl 1.75"" 8-shot gold strobe tiger tail (27s)",18.49,1/01/2017
wh8st02,"cndl 1.75"" 8-shot green crossette w/brocade to purple mine (27s)",20.38,1/01/2017
wh8s09,"cndl 1.75"" 8-shot green star w/white glitter tail (27s)",18.49,1/01/2017
wh8s01,"cndl 1.75"" 8-shot green tiger tail (27s)",18.49,1/01/2017
wh8st01,"cndl 1.75"" 8-shot red crossette w/brocade mine (27s)",20.38,1/01/2017
wh8s08,"cndl 1.75"" 8-shot red star w/white glitter tail (27s)",18.49,1/01/2017
wh8s05,"cndl 1.75"" 8-shot red strobe tiger tail (27s)",18.49,1/01/2017
wh8s02,"cndl 1.75"" 8-shot red tiger tail (27s)",18.49,1/01/2017
wh8s12,"cndl 1.75"" 8-shot silver strobe tiger tail (27s)",18.49,1/01/2017
wh17-q,"cndl 1.75"" 8-shot silver tail (27s)",18.49,1/01/2017
wh11-q,"cndl 1.75"" 8-shot silver tail to green crossette (27s)",18.49,1/01/2017
wh12-q,"cndl 1.75"" 8-shot silver tail to red crossette (27s)",18.49,1/01/2017
wh8s04,"cndl 1.75"" 8-shot ti crackling tiger tail (27s)",18.49,1/01/2017
wh8s11,"cndl 1.75"" 8-shot whistles w/red mine (27s)",18.49,1/01/2017
wh8s06,"cndl 1.75"" 8-shot white strobe tiger tail (27s)",18.49,1/01/2017
ldz7609,"cndl 3"" 6-shot silver whistle mine & gold chrys (20s)",22.5,1/01/2017
30cb05c,cndl 30mm caballer 8-shot blue comet (28s),47.04,1/01/2017
30cb05m,cndl 30mm caballer 8-shot blue mine (28s),47.04,1/01/2017
30cb04c,cndl 30mm caballer 8-shot green comet (28s),47.04,1/01/2017
30cb04m,cndl 30mm caballer 8-shot green mine (28s),47.04,1/01/2017
30cb02c,cndl 30mm caballer 8-shot orange comet (28s),47.04,1/01/2017
30cb02m,cndl 30mm caballer 8-shot orange mine (28s),47.04,1/01/2017
30cb06c,cndl 30mm caballer 8-shot purple comet (28s),47.04,1/01/2017
30cb06m,cndl 30mm caballer 8-shot purple mine (28s),47.04,1/01/2017
30cb01c,cndl 30mm caballer 8-shot red comet (28s),47.04,1/01/2017
30cb01m,cndl 30mm caballer 8-shot red mine (28s),47.04,1/01/2017
30cb07c,cndl 30mm caballer 8-shot violet comet (28s),47.04,1/01/2017
30cb07m,cndl 30mm caballer 8-shot violet mine (28s),47.04,1/01/2017
30cb03c,cndl 30mm caballer 8-shot yellow comet (28s),47.04,1/01/2017
30cb03m,cndl 30mm caballer 8-shot yellow mine (28s),47.04,1/01/2017
60pf01,cndl 60mm caballer 3sec 6-shot Zafarancho Candle,66.5,1/01/2017
yj15,fntn 0.5 sec silver jet - 26 ft,6.15,1/01/2017
yj16,fntn 0.5 sec silver jet - 45 ft,9.93,1/01/2017
ldc016,"fntn 1"" single low smoke silvr",6.86,1/01/2017
ldc001,"fntn 1.5"" single white chrys",11.96,1/01/2017
ldc007,"fntn 1.5"" smokless gold fountain",11.96,1/01/2017
ldc005,"fntn 1.5"" smokless silver fountain",11.96,1/01/2017
cspfn04,"fntn 10M (33ft), 60sec silver fountain w/blue pistil",49.86,1/01/2017
sngf01,"fntn 13"" cone silver w/red to blue tip, low-smoke, 20ft (fuseless)",12.85,1/01/2017
zx8050b,fntn 18 sec silver fountain - 26 ft,13.11,1/01/2017
yj17,fntn 2 sec special red fountain - 16 ft,7.11,1/01/2017
csm01,"fntn 2"" 15-ft white fire flower w/bright purple microstars fountain-30sec",15.35,1/01/2017
csm02,"fntn 2"" 15-ft white fire flower w/multicolor microstars fountain-30sec",15.35,1/01/2017
ldc008,"fntn 2"" big gold fountain",18.47,1/01/2017
ldc010,"fntn 2"" big silver fountain",18.47,1/01/2017
zx8034,fntn 20 sec fan shape (3-way) silver fountain - 16 ft,13.11,1/01/2017
yjfnt01,"fntn 2-time silver fountain, 4sec,15 ft",6.15,1/01/2017
zx8084c,fntn 3 sec multicolor (r/g/b) fountain - 45 ft,25.29,1/01/2017
zx8083a,fntn 3 sec silver butterfly fountain - 45 ft,25.29,1/01/2017
ldc014,"fntn 3"" big white crackling fountain",18.47,1/01/2017
hw05,"fntn 3"" howard (requires fixturing) revolving gold & silver fntn",24.05,1/01/2017
yjm2,fntn 30 sec silver crackling fountain - low smoke - 10 ft tall,7.54,1/01/2017
zx8023,fntn 5 sec silver fountain - 16 ft,6.15,1/01/2017
cspfn03,"fntn 5M (16ft), 60sec gold, silver, blue 3-level fountain",16.09,1/01/2017
zx8062a,fntn 60 sec lotus flower silver fountain - low smoke -12-ft for chromatrope,8.12,1/01/2017
zx8033,fntn 60 sec special red fountain - 16 ft,13.11,1/01/2017
zx8041,fntn 8 sec multicolor embroidery fountain - 16 ft,10.53,1/01/2017
cspfn05,"fntn 8M (26ft), 18sec silver fountain",12.06,1/01/2017
yj8b,"fntn flame projector 18"", 60 sec blue",7.48,1/01/2017
yj8g,"fntn flame projector 18"", 60 sec green",7.48,1/01/2017
yj8p,"fntn flame projector 18"", 60 sec purple",7.48,1/01/2017
yj8r,"fntn flame projector 18"", 60 sec red",7.48,1/01/2017
yj8w,"fntn flame projector 18"", 60 sec silver / white",7.48,1/01/2017
yj8y,"fntn flame projector 18"", 60 sec yellow",7.48,1/01/2017
ldw600,"waterfall sticks, chain of 10, 80"" long, smkless, silver, 60 sec, 30 ft drop",9.85,1/01/2017
cb01/ldc045,ufo (girandola) 1-step no report 5.5sec,29.43,1/01/2017
zx8081a,"ufo (girandola) whistling w/big silver tail, 1-step no report 5.5sec",29.43,1/01/2017
zx8081b,"ufo (girandola) whistling w/big silver tail, 1-step with report 6.5sec",31.43,1/01/2017
cb03,"ufo (girandola) white, red, or grn, 2-step no report 5.5sec",44.1,1/01/2017
wh-lc-bl,lance blue 10mm o.d. 60 sec,0.36,1/01/2017
wh-lc-gld,lance gold 10mm o.d. 60 sec,0.36,1/01/2017
wh-lc-grn,lance green 10mm o.d. 60 sec,0.36,1/01/2017
wh-lc-pur,lance purple 10mm o.d. 60 sec,0.36,1/01/2017
wh-lc-rd,lance red 10mm o.d. 60 sec,0.36,1/01/2017
wh-lc-sil,lance silver 10mm o.d. 60 sec,0.36,1/01/2017
wh-lc-wht,lance white 10mm o.d. 60 sec,0.36,1/01/2017
wh-lc-yo,lance yellow/orange 10mm o.d. 60 sec,0.36,1/01/2017
lrbl,"lance ROPE blue, per foot, 2.3 lance/ft, 5.2"" c-c spacing",2.15,1/01/2017
lrgr,"lance ROPE green, per foot, 2.3 lance/ft, 5.2"" c-c spacing",2.15,1/01/2017
lrpl,"lance ROPE purple, per foot, 2.3 lance/ft, 5.2"" c-c spacing",2.15,1/01/2017
lrrd,"lance ROPE red, per foot, 2.3 lance/ft, 5.2"" c-c spacing",2.15,1/01/2017
lryl,"lance ROPE yellow, per foot, 2.3 lance/ft, 5.2"" c-c spacing",2.15,1/01/2017
yj6,strobe pot green 30 sec w/1-ft ematch,7.77,1/01/2017
yj7,strobe pot lemon 30 sec w/1-ft ematch,7.77,1/01/2017
yj5,strobe pot red 30 sec w/1-ft ematch,7.77,1/01/2017
cspfn02,strobe pot white 30 sec jumbo,12.77,1/01/2017
yj9,strobe pot white 30 sec w/1-ft ematch,7.77,1/01/2017
yjistg,strobe instant flash (0.1sec) green w/ematch,5.43,1/01/2017
yjistp,strobe instant flash (0.1sec) purple w/ematch,5.43,1/01/2017
yjistr,strobe instant flash (0.1sec) red w/ematch,5.43,1/01/2017
yjistw,strobe instant flash (0.1sec) white w/ematch,5.43,1/01/2017
zx8057,wheel 10 sec I-wheel (reversing saxon) - 12 ft diameter,15.22,1/01/2017
yjm3,wheel 20 sec silver saxon wheel - 10 ft spread,13.36,1/01/2017
zx8060b,wheel 45 sec moving silver wheel w/blue ring & red spiral - 25 ft dia,86.85,1/01/2017
ldc036,wheel moving color wheel 60cm,47.2,1/01/2017
ldc039-1,wheel moving new big wheel 50cm,44.17,1/01/2017
rgspcl,"wheel moving ruggeri silver mag wheel, 60cm",47.2,1/01/2017
ld27a,wheel moving sparkling color wheel 70cm,47.2,1/01/2017
yjm5,"wheel stationary 50 sec gold sun w/blue core - 25 ft dia, low smk",79.6,1/01/2017
yjm4,"wheel stationary 50 sec silver sun w/red core - 25 ft dia, low smk",79.6,1/01/2017
em-2m,"ematch 2-meter wire length, orange wire, 50/box",0.55,1/01/2018
em-3m,"ematch 3-meter wire length, blue or black wire 40/box",0.76,1/01/2018
em-5m,"ematch 5-meter wire length,  yellow wire 25/box",1.01,1/01/2018
fc1.0cm,firecrackers 1.0cm diameter - 177 feet; 12000 pcs,95.56,1/01/2018
fc1.8cm,firecrackers 1.8cm diameter - 95 feet; 3700 pcs,96.35,1/01/2018
fc2.0cm,firecrackers 2.0cm diameter - 89 feet; 2800 pcs,98.15,1/01/2018
qm-50m,quickmatch fuse - 50 meter roll,51.48,1/01/2018
rack-175-hdpe,"mortar rack, 1.75"" w/14 black hdpe tubes, 4 ft wide",73.03,1/01/2018
rack-25-hdpe,"mortar rack, 2.5"" w/10 black hdpe tubes, 4 ft wide",74.42,1/01/2018
rack-3-hdpe,"mortar rack, 3"" w/10 black hdpe tubes, 4 ft wide",84.05,1/01/2018
rack-4-hdpe,"mortar rack, 4"" w/8 black hdpe tubes, 4 ft wide",116.38,1/01/2018
rack-5-hdpe,"mortar rack, 5"" w/6 black hdpe tubes, 4 ft wide",145.25,1/01/2018
rack-6-hdpe,"mortar rack, 6"" w/5 black hdpe tubes, 4 ft wide",165,1/01/2018
tube-10-hdpe,"mortar tube, 10"", black hdpe, 60"" long",92.65,1/01/2018
tube-25-hdpe,"mortar tube, 2.5"", black hdpe, 16 1/2"" long",4.34,1/01/2018
tube-3-hdpe,"mortar tube, 3"", black hdpe, 19 1/2"" long",5.37,1/01/2018
tube-4-hdpe,"mortar tube, 4"", black hdpe, 23.6"" long",8.36,1/01/2018
tube-5-hdpe,"mortar tube, 5"", black hdpe, 30"" long",15,1/01/2018
tube-6-hdpe,"mortar tube, 6"", black hdpe, 35.4"" long",24.15,1/01/2018
tube-6-fg,"mortar tube, 6"", blue fiberglass, 35.4"" long",18.06,1/01/2018
tube-8-hdpe,"mortar tube, 8"", black hdpe, 43.3"" long",57.6,1/01/2018
ld2asrt,"2"" assortment A&B Lidu 1 ea of 144 w/tails",1.64,1/01/2018
ld25asrta,"2.5"" assortment A 24 types 4 ea (incl. 20 mc tiger tails) w/tails",2.03,1/01/2018
yf25assorta,"2.5"" assortment A yung feng 4 ea of 25 w/large red tail & 2 fuses",2.55,1/01/2018
yx25assorta,"2.5"" assortment A yx 4 ea of 24 w/large silver tail & 2 fuses",1.85,1/01/2018
ld25asrtb,"2.5"" assortment B 96 types 1 each w/tails",2.07,1/01/2018
ld25asrtc,"2.5"" assortment C 60 types 1 each + 36 salutes w/tails",1.95,1/01/2018
yx3assorta,"3"" assorted shells yx 2 ea of 36 w/big silver tail & 2 fuses",3.16,1/01/2018
yf3asrtc1,"3"" assortment C1 yung feng 2 ea of 36, w/2 fuses",4.88,1/01/2018
yf3assT,"3"" assortment T yung feng 2 ea of 36, w/2 fuses",4.48,1/01/2018
yf4asrtc1,"4"" assortment C1 yungfeng (fancy) 1 ea of 36 w/2 fuses",10.63,1/01/2018
hq4assort,"4"" assortment hq 1 ea of 36 w/big silver tail & 2 fuses",6.32,1/01/2018
sn4asrt,"4"" assortment sunny brand fancy shells 2 ea of 18 types",7.95,1/01/2018
yf4assT,"4"" assortment T yungfeng (fancy) 1 ea of 36 w/2 fuses",10.53,1/01/2018
yx4assorta,"4"" assortment yx 2 ea of 18 w/big silver tail & 2 fuses",6.26,1/01/2018
hq5assort,"5"" assortment 1 ea of 24 w/big silver tail & 2 fuses",16.58,1/01/2018
yy5assrta,"5"" assortment A fancy - 1 ea of 24, some w/tail, 2 fuses",15.5,1/01/2018
yf5assorta,"5"" assortment A yf 1 ea of 24 w/ long fuse & short fuse w/emc",21.53,1/01/2018
yy5assrtb,"5"" assortment B fancy - 1 ea of 24, some w/tail, 2 fuses",16.58,1/01/2018
yf5assortb,"5"" assortment B yf 1 ea of 24 w/long fuse & short fuse w/emc",21.73,1/01/2018
yf5asrtc1,"5"" assortment C1 (fancy), yung feng, 1 ea of 24 w/2 fuses",21.13,1/01/2018
yf5asrtc2,"5"" assortment C2 (fancy), yung feng, 1 ea of 24 w/2 fuses",19.95,1/01/2018
ld5asrtcfi,"5"" assortment lidu (18 shells) various fancy shells",15.96,1/01/2018
yf5assT,"5"" assortment T (fancy), yung feng, 1 ea of 24 w/2 fuses",20.54,1/01/2018
yy6assrta,"6"" assort A fancy, 1 ea of 9, some w/ tail, w/2 fuses",26.08,1/01/2018
yf6assorta,"6"" assort A yung feng (fancy) 1 ea 12  w/2 fuses",36.34,1/01/2018
yy6assrtb,"6"" assort B fancy, 1 ea of 9, some w/ tail, w/2 fuses",24.42,1/01/2018
yf6assortb,"6"" assort B yung feng (fancy) 1 ea 12 w/2 fuses",38.52,1/01/2018
yf6asrtc1,"6"" assort C1 yung feng (fancy) 1 ea 12  w/2 fuses",34.68,1/01/2018
yf6asrtc2,"6"" assort C2 yung feng (fancy) 1 ea 12  w/2 fuses",34.68,1/01/2018
yf6asrtc3,"6"" assort C3 yung feng (fancy) 1 ea 12  w/2 fuses",36.4,1/01/2018
hq6assort,"6"" assort HQ 1 ea of 9 w/big silver tail w/2 fuses",25.13,1/01/2018
yf6assT1,"6"" assort T1 yung feng (fancy) 1 ea 12  w/2 fuses",35.37,1/01/2018
yf6assT2,"6"" assort T2 yung feng (fancy) 1 ea 12  w/2 fuses",37.77,1/01/2018
yf6assT3,"6"" assort T3 yung feng (fancy) 1 ea 12  w/2 fuses",36.74,1/01/2018
ld6asrtcfi,"6"" assortment lidu 1 ea 9 types",24.42,1/01/2018
ld8asrt,"8"" assorted peonies w/tail",52.24,1/01/2018
yy8assrta,"8"" assortment A (fancy), 1 ea of 6, some w/tail, w/2 fuses",54.33,1/01/2018
yy8assrtb,"8"" assortment B (fancy), 1 ea of 6, some w/tail, w/2 fuses",52.24,1/01/2018
yf8assort,"8"" assortment YungFeng A thru R (fancy), 1 ea of 4 w/2 fuses",66.73,1/01/2018
yf8asrtc1,"8"" assortment YungFeng C1 (fancy), 1 ea of 4 w/2 fuses",60.2,1/01/2018
yf8asrtc2,"8"" assortment YungFeng C2 (fancy), 1 ea of 4 w/2 fuses",61.39,1/01/2018
yf8asrtc3,"8"" assortment YungFeng C3 (fancy), 1 ea of 4 w/2 fuses",61.39,1/01/2018
yf8asrtc4,"8"" assortment YungFeng C4 (fancy), 1 ea of 4 w/2 fuses",63.77,1/01/2018
yf8asrtc5,"8"" assortment YungFeng C5 (fancy), 1 ea of 4 w/2 fuses",61.39,1/01/2018
yf8asrtc6,"8"" assortment YungFeng C6 (fancy), 1 ea of 4 w/2 fuses",63.77,1/01/2018
yf8assT1,"8"" assortment YungFeng T1 (fancy), 1 ea of 4 w/2 fuses",60.79,1/01/2018
yf8assT2,"8"" assortment YungFeng T2 (fancy), 1 ea of 4 w/2 fuses",65.56,1/01/2018
yf8assT3,"8"" assortment YungFeng T3 (fancy), 1 ea of 4 w/2 fuses",62.58,1/01/2018
yf8assT4,"8"" assortment YungFeng T4 (fancy), 1 ea of 4 w/2 fuses",62.58,1/01/2018
yf8assT5,"8"" assortment YungFeng T5 (fancy), 1 ea of 4 w/2 fuses",61.39,1/01/2018
yf8assT6,"8"" assortment YungFeng T6 (fancy), 1 ea of 4 w/2 fuses",59.6,1/01/2018
sn10assrt,"10"" assorted Sunny 10"" shells",106.82,1/01/2018
hq25q02-120,"2.5"" salute, dark (no ti), extra loud, w/2 fuses",2.7,1/01/2018
hq25q02-96,"2.5"" salute, dark (no ti), extra loud, w/2 fuses",2.63,1/01/2018
hq25gb,"2.5"" salute, dark -ground bomb, no delay, no lift, short fuse",4.11,1/01/2018
hq25q01-120,"2.5"" salute, ti, extra loud, w/2 fuses",2.53,1/01/2018
hq25q01-96,"2.5"" salute, ti, extra loud, w/2 fuses",2.65,1/01/2018
js3t01/hq3p03,"3"" salute dark, extra loud (no ti, no tail)",3.69,1/01/2018
js3t02/hq3p02,"3"" salute ti, extra loud",3.58,1/01/2018
js3Ngb,"3"" salute, dark - ground bomb, NO delay, no lift, short fuse",4.23,1/01/2018
jx3gb,"3"" salute, dark-ground bomb w/3sec delay, no lift, short fuse",4.19,1/01/2018
hx3t18,"3"" salute, ti w/silver tail",3.83,1/01/2018
wh3t01,"3"" salute, ti, shell of shells cylinder",7.93,1/01/2018
js4ngb,"4"" salute, ground bomb, dark (no ti), no delay, no lift",9.76,1/01/2018
hx4t19,"4"" salute, ti w/silver tail (ball)",6.89,1/01/2018
hq4q06,"4"" salute, ti, extra loud (ball)",7.09,1/01/2018
hq4q07,"4"" salute, ti, extra loud (cylinder)",10.78,1/01/2018
hq25chn1,"2.5"" chain 10 all dark salutes (no titanium)",2.63,1/01/2018
hq25chn2,"2.5"" chain 10 ti salutes w/big silver tails (""titanium chrys"")",2.52,1/01/2018
hq3chn11,"3"" chain 10 salute dark (no ti, no tail) (""crackling"")",3.81,1/01/2018
js3chn10,"3"" chain 10 ti salutes w/big silver tail (""silver flowers"")",3.7,1/01/2018
ld300,"3"" chain of 8 ti salutes w/big silver tails",3.77,1/01/2018
hq4chn2,"4"" chain 8 dark salutes (no ti, no tail)",6.2,1/01/2018
hq25chn4,"2.5"" chain 10 rainbow peonies + salutes w/big silver tail",2.45,1/01/2018
hq3chn4,"3"" chain 10 rainbow peonies & ti salutes(sil flwrs) w/big silver tails",3.63,1/01/2018
