Part Number,DESCRIPTION,PriceEa,ValidFrom
hq6p05,"6"" SPECIAL SPRING",24.08,1/01/2018
yf6k61,"6"" STROBING CRACKLING W/BLUE CRACKLING DOUBLE PISTIL",27.43,1/01/2018
yf6k110,"6"" STROBING PALM TREE",38.64,1/01/2018
hq6p02,"6"" THOUSANDS OF SILVER COCONUT",22.73,1/01/2018
yf6p112,"6"" THREE CIRCLES 740",37.68,1/01/2018
yf6p48,"6"" THREE PISTILS (GREEN & BLUE) W/RIS FALLING LVS 688-691 706 727",34.92,1/01/2018
yf6p70,"6"" THREE PISTILS (GREEN & GOLDEN STROBING) W/RED CIRCLE 706",35.26,1/01/2018
yf6p69,"6"" THREE PISTILS (RED & BLUE TO STROBING) W/GREEN CIRCLE 706",34.92,1/01/2018
yf6p80,"6"" THREE PISTILS RED & AQUA 714",36.64,1/01/2018
hq6t01/hx6t02*,"6"" TIME RAIN (CRACKLING) WILLOW WATERFALL",23.4,1/01/2018
hq6p08,"6"" TRIPLE CHERRY BLOSSOM (3X CRACKLING)",27.97,1/01/2018
csp601,"6"" TWO STAGE BROCADE CROWN CROSSETTE",23.18,1/01/2018
ld6110,"6"" WHITE FLASHING BIG WILLOW",23.85,1/01/2018
yf6t33,"6"" WHITE FLYING DRAGONS",34.13,1/01/2018
yf6k100,"6"" WHITE GHOST PEONY",34.92,1/01/2018
js6n04,"6"" WHITE PEONY W/BIG RED PISTIL",24.53,1/01/2018
ld65048,"6"" WHITE STROBE LANTERN",22.95,1/01/2018
yf6k115,"6"" WHITE STROBING FALLING LEAVES",29.33,1/01/2018
yf6p124,"6"" WHITE STROBING WILLOW 755 757",35.95,1/01/2018
hx6t13,"6"" WHITE WAVE",22.5,1/01/2018
yf6t35,"6"" WHTIE TITANIUM SALUTE SMALL FLOWERS (SOS)",31.9,1/01/2018
yf6p125,"6"" YELLOW CROSSETTE",34.57,1/01/2018
yf6k101,"6"" YELLOW GHOST PEONY W/GREEN PISTIL",28.79,1/01/2018
yf6p15,"6"" YELLOW METEOR 643",37.68,1/01/2018
yf8p66,"8"" 1/2 RED STROB 1/2 GRN STROB W/GOLDWAVE TO RED & GRN DBL PIST 837",61.02,1/01/2018
yf8m04,"8"" 1/4 BLUE, RED, GREEN, YEL PE W/CRACKLING PISTIL W/CIRCLE 782",65.07,1/01/2018
yf8p44,"8"" BLUE CHERRY BLOSSOM W/RISING TAIL 812",60.42,1/01/2018
yf8p42,"8"" BLUE PEONY W/FLOWER SHEETS W/BLUE PISTIL W/RIS FALLING LVS 811",66.54,1/01/2018
yf8p43,"8"" BLUE PEONY W/RISING SMALL FLOWERS 811",67.85,1/01/2018
yf8t64,"8"" BLUE PEONY W/SILVER PALM TREE & RED PISTIL",61.98,1/01/2018
yf8t63,"8"" BLUE TITANIUM SALUTE SMALL FLOWERS",60.79,1/01/2018
yf8t21,"8"" BLUE TO GREEN STROBE PEONY W/RED STROBE PISTIL",64.37,1/01/2018
yf8t20,"8"" BLUE TO NISHIKI KAMURO 5-ANGLE STAR PATTERN",62.58,1/01/2018
sn88035,"8"" BOWTIE FLOWER W/PALM PISTIL",52.24,1/01/2018
sm804,"8"" BROCADE CROWN",64.41,1/01/2018
sm802,"8"" BROCADE CROWN W/BIG BLOOD-RED PISTIL",64.54,1/01/2018
sm801,"8"" BROCADE CROWN W/BIG SPECIAL GREEN STROBE PISTIL",60.36,1/01/2018
yf8p67,"8"" COLORFUL TI SALUTES 838-841",60.42,1/01/2018
sm803,"8"" CRACKLING BROCADE CROWN",59.68,1/01/2018
yf8k46,"8"" CRACKLING CROSSETTE W/CRACKLING PISTIL",62.85,1/01/2018
yf8k60,"8"" CRACKLING NISHIKI KAMURO NIAGRA FALLS 118-122",63.39,1/01/2018
yf8t46,"8"" CRACKLING NISHIKI KAMURO W/MULTICOLOR METEORS PISTIL",65.56,1/01/2018
yf8t47,"8"" CRACKLING TEN THOUS CIRCLE CHRYS W/DOUBLE CRCKLNG PISTILS",60.79,1/01/2018
yf8k18,"8"" CRACKLING THOUSAND CIRCLE CHRYS W/DOUBLE CRACKLING PISTIL",68.95,1/01/2018
sn82012,"8"" CROSSETTE GOLD GLITTER",57.46,1/01/2018
sn82702,"8"" CROSSETTE GOLDEN",54.33,1/01/2018
hx8t11,"8"" DREAM GHOST (",67.9,1/01/2018
yf8p68,"8"" EIGHT HEARTS RED & BLUE 842-846 855",61.02,1/01/2018
yf8p51,"8"" FIVE WILLOWS 863-865 819",62.79,1/01/2018
sn8002,"8"" FOUR COLOR CHANGE PEONY",56.42,1/01/2018
yf8t61,"8"" GLITTERING SILVER CHRYS TO RED",65.56,1/01/2018
yf8t07,"8"" GLITTERING SILVER TO BLUE TO STROBE W/GOLD STROBE PISTIL",60.2,1/01/2018
yf8p55,"8"" GLITTERING SILVER TO GOLDEN CHRYS W/RISING COMETS 823",67.85,1/01/2018
yf8t08,"8"" GLITTERING SILVER TO MULTICOLOR W/GOLD STROBE PISTIL",59.6,1/01/2018
yf8t10,"8"" GLITTERING SILVER TO WHITE STROBE W/GOLD STROBE PISTIL",59.6,1/01/2018
yf8p58,"8"" GLITTERING TO PURPLE TO STROBING CHRYS W/RISING COMETS 829",67.2,1/01/2018
sn89086a,"8"" GOLD BROCADE KAMURO TO GREEN W/GREEN STROBE PIST",53.28,1/01/2018
sn89111,"8"" GOLD BROCADE WATERFALL",55.9,1/01/2018
yf8k22,"8"" GOLD COCONUT W/ RISING TAIL 800",66.61,1/01/2018
sn89263,"8"" GOLD POPPING BROCADE KAMURO W/CRCKLNG FLWR PIST",56.42,1/01/2018
sn8017,"8"" GOLD SPIDER W/STROBE PISTIL",55.37,1/01/2018
yf8pgw,"8"" GOLD WILLOW",65.22,1/01/2018
yf8p71,"8"" GOLD WILLOW THOUSAND CIRCLES CHRYS 855",63.39,1/01/2018
yf8t03,"8"" GOLD WILLOW TO GREEN WILLOW W/GREEN FALLING LEAVES",60.2,1/01/2018
yf8t62,"8"" GOLD WILLOW TO PURPLE STROBE",64.37,1/01/2018
yf8p23,"8"" GOLD WILLOW W/MC METEORS PISTIL 796-797",64,1/01/2018
yf8m01,"8"" GOLD WILLOW W/MULTICOLOR FALLING LEAVES PISTIL 798",63.91,1/01/2018
yf8p19,"8"" GOLDWAVE TO BLUE BUTTERFLY W/CIRCLE W/RISING TAIL 793-794",63.39,1/01/2018
yf8p17,"8"" GOLDWAVE TO MC FLOWER SHEETS W/BLUE PISTIL 792",66.44,1/01/2018
yf8p73,"8"" GREEN & CRACKLING GHOST PEONY 856",59.24,1/01/2018
yf8e10,"8"" GREEN & GOLDEN COCONUT CROSSETTE W/SPNGL & CRCKLNG PIST W/4 SPNGL TLS",72.93,1/01/2018
yf8e11,"8"" GREEN & PURPLE COCONUT CROSSETTE W/SPNGL & CRCKLNG PIST W/4 SPNGL TLS",72.27,1/01/2018
yf8p75,"8"" GREEN CHRYS TO CRACKLING BALLS 858",59.24,1/01/2018
yf8t59,"8"" GREEN STROBE TEN THOUSAND CIRCLE CHRYS",59.6,1/01/2018
yf8t16,"8"" GREEN STROBE WILLOW W/BLUE SMALL FLOWERS",62.58,1/01/2018
yf8p74,"8"" GREEN STROBING WILLOW 857",62.2,1/01/2018
yf8p37,"8"" GREEN THOUSAND CIRCLE CHRYS W/RED STROB PIST W/RIS FALL LVS 807",66.61,1/01/2018
yf8p38,"8"" GREEN TO PURPLE TO SILVER PEONY 808",62.17,1/01/2018
yf8t50,"8"" HALF LEMON PEONY W/RING & PURPLE PISTIL",62.58,1/01/2018
yf8t60,"8"" KAMURO CHRYS TO RED STROBE",65.56,1/01/2018
yf8t49,"8"" KAMURO CHRYS TO WHITE STROBE",60.79,1/01/2018
yf8t66,"8"" LEMON & YELLOW FLYING DRAGONS W/CRACKLING PISTIL",64.37,1/01/2018
yf8k32,"8"" LEMON GHOST PEONY W/AQUA PISTIL 809",64.79,1/01/2018
yf8d03,"8"" LEMON PEONY IN MAGENTA CIRCLE  W/RIS FLWR 810",64.01,1/01/2018
yf8t45,"8"" LIGHT GREEN PEONY W/GOLD COCONUT & MAGENTA PISTIL W/TAIL",59.6,1/01/2018
yf8t44,"8"" LIGHT GREEN PEONY W/GOLD PALM TREE & SILVER PISTIL",64.96,1/01/2018
yf8p53,"8"" MAGENTA PEONY W/LEM CIR W/STROB PISTILS W/RIS SML FLWRS 821-822",71.11,1/01/2018
yf8e14,"8"" MIXED GOLDEN & PURPLE PEONY W/4 SPANGLE TAILS",61.06,1/01/2018
yf8t24,"8"" MULTICOLOR 10 THOUSAND CIRCLES",60.2,1/01/2018
yf8e07,"8"" MULTICOLOR COCONUT CROSSETTE W/4 SILVER TAILS",72.93,1/01/2018
yf8p04,"8"" MULTICOLOR METEORS 783-784",65.22,1/01/2018
yf8e04,"8"" MULTICOLOR PEONY IN NISHIKI KAMURO CIRCLE W/4 SPANGLE TAILS 784",62.08,1/01/2018
yf8t56,"8"" MULTICOLOR TEN THOUSAND CIRCLE CHRYS W/TAIL",63.18,1/01/2018
yf8p80,"8"" MULTICOLOR THOUSAND CIRCLES CHRYS 866-868",59.24,1/01/2018
yf8t31,"8"" NISHIKI KAMURO CRACKLING FLOWERS",61.39,1/01/2018
yf8t57,"8"" NISHIKI KAMURO CRACKLING W.CRACKLING PISTIL",61.39,1/01/2018
yf8c08,"8"" NISHIKI KAMURO NIAGRA FALLS 113-117",64.95,1/01/2018
yf8t33,"8"" NISHIKI KAMURO NIAGRA FALLS W/PURPLE PISTIL",61.98,1/01/2018
yf8t38,"8"" NISHIKI KAMURO TO GREEN STROBE W/GREEN STROBE PISTIL",60.2,1/01/2018
yf8t65,"8"" NISHIKI KAMURO TO RED SWIMMING",59.6,1/01/2018
yf8t39,"8"" NISHIKI KAMURO TO WHITE STROBE W/WHITE STROBE PISTIL",61.98,1/01/2018
yf8t30,"8"" NISHIKI KAMURO W/BLUE PISTIL",63.18,1/01/2018
yf8t27,"8"" NISHIKI KAMURO W/GREEN PISTIL",59.6,1/01/2018
yf8t28,"8"" NISHIKI KAMURO W/RED PISTIL",60.79,1/01/2018
yf8p01,"8"" ORANGE CRACKLING W/CRACKLING PISTIL 123-126 785",62.17,1/01/2018
yf8t52,"8"" ORANGE STROBE KAMURO CHRYS W/ORANGE STROBE PIST W/TAIL",60.79,1/01/2018
ld8149,"8"" PATTERN SILVER CRACKLING STARS",54.33,1/01/2018
yf8t55,"8"" PINK TEN THOUSAND CIRCLE CHRYS W/TAIL",60.2,1/01/2018
yf8t53,"8"" PURPLE & LIGHT GREEN TEN THOUSAND CIRCLE CHRYS W/TAIL",64.96,1/01/2018
yf8t23,"8"" PURPLE 10 THOUSAND CIRCLES",64.96,1/01/2018
yf8k26,"8"" PURPLE CRACKLING W/CRACKLING PISTIL",60.96,1/01/2018
yf8p63,"8"" PURPLE CROSSETTE 835-836",65.16,1/01/2018
yf8t22,"8"" PURPLE CYCAS",59.6,1/01/2018
yf8p82,"8"" PURPLE CYCAS BLOOMS 870",65.16,1/01/2018
yf8k31,"8"" PURPLE GHOST PEONY W/GREEN PISTIL (COLOR MOVES ACROSS PEONY)",64.05,1/01/2018
yf8e05,"8"" PURPLE PEONY IN NISHIKI KAMURO CIRCLE W/SPNGLE PISTL W/4 PURPLE TLS",69.62,1/01/2018
yf8p64,"8"" PURPLE TO GREEN STROBING PEONY W/RED TO BLUE PISTIL W/TAIL 834",61.61,1/01/2018
yf8k39,"8"" RED CRACKLING W/CRACKLING PISTIL 825-826 788",64.61,1/01/2018
yf8p318,"8"" RED CYCAS BLOOMS W/BLUE CROSSETTE W/ 4 RED TAILS",61.61,1/01/2018
yf8p13,"8"" RED EDDY IN CHRYS W/RISING SMALL FLOWERS 791",71.23,1/01/2018
yf8ecc,"8"" RED GAM TO CRCKLNG CHRYS W/CRCKLNG PIST W/GREEN CIRCLE",65.81,1/01/2018
yf8p02,"8"" RED GAM TO WHITE STROBING CHRYS W/BLUE TO SIL PIST W/RED PIST 127-130",62.17,1/01/2018
yf8p31,"8"" RED GAMBOGE TO RED ROSE W/RISING COMETS 804",68.59,1/01/2018
yf8t12,"8"" RED GAN TO CRACKLING CHRYS W/CRACKLING PISTIL",64.96,1/01/2018
yf8k90,"8"" RED GHOST PEONY W/GREEN CRACKLING PISTIL",68.29,1/01/2018
sn82712,"8"" RED PALM CROSSETTE",52.24,1/01/2018
yf8p09,"8"" RED PEONY W/SILVER COCONUT PISTIL 788",67.05,1/01/2018
wh8n01,"8"" RED STROBE WILLOW W/CRACKLING PISTIL",62.79,1/01/2018
yf8p70,"8"" RED STROBING WILLOW 851-852",65.16,1/01/2018
yf8p15,"8"" RED TO SILVER GHOST PEONY W/BLUE PISTIL 791 853-854",60.95,1/01/2018
yf8p52,"8"" REVOLVING DRAGONS W/PURPLE PISTIL",63.39,1/01/2018
sn88038,"8"" SILVER BROCADE DRAGON",55.9,1/01/2018
yf8p62,"8"" SILVER COCONUT W/RISING TAIL 834",62.2,1/01/2018
yf8p60,"8"" SILVER KAMURO CHRYS W/RISING SMALL FLOWERS 831-832",71.76,1/01/2018
yf8t05,"8"" SILVER KAMURO CHRYS W/STROBE PISTIL",65.56,1/01/2018
yf8p61,"8"" SILVER METEORS 833",62.79,1/01/2018
yf8t04,"8"" SILVER NISHIKI KAMURO",60.2,1/01/2018
sn8016,"8"" SILVER SPIDER W/STROBE PISTIL & SILVER",54.33,1/01/2018
sn89145,"8"" SMALL RED COCONUT",53.28,1/01/2018
yf8p79,"8"" SMALL TI SALUTE FLOWERS 861-862",65.16,1/01/2018
yf8t40,"8"" SPANGLE CHRYS W/MULTI COLOR SMALL FLOWERS",64.96,1/01/2018
yf8k45,"8"" STROBING (GOLD) CROSSETTE W/CRACKLING PISTIL",64.51,1/01/2018
yf8p50,"8"" STROBING THOUSAND CIRCLES W/COMETS 816",63.98,1/01/2018
hx8t10,"8"" SUNGLOW (",49.24,1/01/2018
yf8p14,"8"" THREE PISITLS - RED & SILVER 791 848-850 852",69.91,1/01/2018
yf8e15,"8"" THREE PISTIL - GREEN TO RED TO GOLD SPNGLE IN RED CRCL W/4 RED TAILS",71.6,1/01/2018
yf8e3p,"8"" THREE PISTIL - SILVER TO GREEN TO RED IN RED CIRCLE W/4 RED TAILS",70.28,1/01/2018
yf8p46,"8"" THREE PISTILS, MAGENTA & LEMON STROBING 814",63.98,1/01/2018
yf8t58,"8"" WHITE STROBE TEN THOUSAND CIRCLE CHRYS",61.98,1/01/2018
yf8p03,"8"" WHITE STROBING KAMURO CHRYS W/MC SWIMMING PISTIL 782",66.44,1/01/2018
yf8k28,"8"" YELLOW CRACKLING W/CRACKLING PISTIL 792",64.61,1/01/2018
yf10t11,"10"" 1/4 PEONY W/CRACKLING PISITL",126.09,1/01/2018
yf10t12,"10"" BLUE AND RED DOUBLE MUM",120.14,1/01/2018
yf10k67,"10"" BLUE CRACKLING",103.27,1/01/2018
yf10k68,"10"" BLUE CRACKLING W/CRACKLING PISTIL",98.35,1/01/2018
yf10k93,"10"" BLUE EDDY CHRYS W/GOLD STROBING PISTIL",100.32,1/01/2018
yf10k91,"10"" BLUE EDDY CHRYS W/RED PISTIL",102.28,1/01/2018
yf10k101,"10"" BLUE PEONY IN NISHIKI KAMURO CIRCLE W/CRCKLNG DOUBL PIST W/4 TAILS",131.76,1/01/2018
yf10k75,"10"" BLUE SMALL FLOWERS",105.23,1/01/2018
yf10k83,"10"" BLUE TO RED TO SILVER PEONY",110.11,1/01/2018
yf10k102,"10"" BLUE TO RED TO SILVER PEONY W/BRIGHT WHITE STROBING PISTIL W/4 RED TAILS",126.88,1/01/2018
yf10k100,"10"" COLORFUL TI SALUTES  910",132.98,1/01/2018
yf10k02,"10"" CRACKLING COCONUT",99.33,1/01/2018
yf10k13,"10"" CRACKLING COCONUT TO GREEN CROWN FLOWERS",105.23,1/01/2018
yf10k54,"10"" CRACKLING KAMURO CHRYS W/GOLD STROBING PISTIL",104.25,1/01/2018
yf10e01,"10"" CRACKLING NISHIKI KAMURO NIAGRA FALLS W/4 TAILS 141-150",135.97,1/01/2018
yf10k96,"10"" DOUBLE PALM TREE W/AQUA PISTIL",103.1,1/01/2018
yf10k95,"10"" DOUBLE PALM TREE W/GREEN PISTIL",103.27,1/01/2018
yf10k94,"10"" DOUBLE PALM TREE W/RED PISTIL",102.28,1/01/2018
yf10k92,"10"" DOUBLE PALM TREE W/RED TO STROBING PISTIL",101.1,1/01/2018
yf10pc1,"10"" EIGHT HEARTS BLUE & RED-884-886 & 887",107.2,1/01/2018
yf10k,"10"" GLITTERING SILVER PURPLE CHRYS W/ GREEN PISTIL",108.19,1/01/2018
yf10k37,"10"" GLITTERING SILVER TO BLUE TO RED CHRYS W/ RED PISTIL",100.32,1/01/2018
yf10k36,"10"" GLITTERING SILVER TO CRACKING CHRYS W/CRACKLING PISTIL",101.3,1/01/2018
yf10p10,"10"" GLITTERING SILVER TO CRACKLING TO GREEN W.RED & PURPLE PISITL 896-907",129.21,1/01/2018
yf10k29,"10"" GLITTERING SILVER TO GOLD CHRYS",98.35,1/01/2018
yf10t04,"10"" GLITTERING SILVER TO GREEN TO RED",130.85,1/01/2018
yf10p13,"10"" GLITTERING SILVER TO MULTICOLOR STROBING CHRYS  889 908",124.34,1/01/2018
yf10t06,"10"" GLITTERING SILVER TO PURPLE W/GREEN STRROBE PISTIL",126.09,1/01/2018
yf10k32,"10"" GLITTERING SILVER TO RED CHRYS",107.2,1/01/2018
yf10k103,"10"" GLITTERING SILVER TO RED CROSSETTE W/RED STROB PISTIL W/4 SILVER TLS",122,1/01/2018
yf10k01,"10"" GOLD COCONUT",103.27,1/01/2018
yf10k19,"10"" GOLD COCONUT CROSSETTE",110.11,1/01/2018
yf10k104,"10"" GOLD COCONUT CROSSETTE TO MULTICOLOR SMALL FLOWERS W/4 RED TAILS",129.32,1/01/2018
yf10k05,"10"" GOLD STROBING DIADEM",99.33,1/01/2018
yf10k06,"10"" GOLD STROBING DIADEM W/GREEN STROBING PISTIL",100.32,1/01/2018
yf10k105,"10"" GOLD STROBING DIADEM W/GRN STROB TIPS W/GRN STROB PIST W/4 GRN TAILS",130.54,1/01/2018
yf10k07,"10"" GOLD STROBING DIADEM W/RED STROBING PISTIL",126.88,1/01/2018
yf10m01,"10"" GOLD WILLOW",95.95,1/01/2018
yf10t01,"10"" GOLD WILLOW TEN THOUSAND CIRCLE CHRYS",118.95,1/01/2018
yf10k12,"10"" GOLD WILLOW THOUSAND CIRCLE CHRYS",107.2,1/01/2018
yf10k21,"10"" GOLD WILLOW W/MULITCOLOR FALLING LEAVES PISTIL",110.11,1/01/2018
yf10k22,"10"" GOLD WILLOW W/MULTICOLOR METEORS PISTIL",99.33,1/01/2018
yf10k31,"10"" GOLDWAVE TO BLUE CHRYS W/RED & GREEN PISTIL",121.9,1/01/2018
yf10t03,"10"" GOLDWAVE TO BLUE SWIMMING W/CRACKLING PISTIL",127.28,1/01/2018
yf10p02,"10"" GOLDWAVE TO CRACKLING TO PURPLE W/GREEN & BLUE PISTIL 873-883",131.65,1/01/2018
yf10k106,"10"" GOLDWAVE TO PURPLE CHRYS W/4 PURPLE TAILS",99.33,1/01/2018
yf10t02,"10"" GOLDWAVE TO PURPLE SWIMMING W/CRACKLING PISTIL",124.9,1/01/2018
yf10k107,"10"" GOLDWAVE TO RED TO GREEN CHRYS W/4 RED TAILS",104.25,1/01/2018
yf10m03,"10"" GOLDWAVE TO VAR (MULTICOLOR) SWIMMING W/CRACKLING PISTIL",130.54,1/01/2018
yf10k18,"10"" GREEN COCONUT CROSSETTE W/RED SMALL FLOWERS",107.11,1/01/2018
yf10k108,"10"" GREEN COCONUT CROSSETTE W/WHITE STROBING PISTIL W/4 GREEN TAILS",128.1,1/01/2018
yf10k77,"10"" GREEN SMALL FALLING LEAVES BOUQUET",100.32,1/01/2018
yf10k109,"10"" JAPANESE DRAGON'S EYE W/4 SILVER TAILS",134.2,1/01/2018
yf10k70,"10"" KAMURO CHRYS CRACKLING W/CRACKLING PISTIL",102.28,1/01/2018
yf10t25,"10"" KAMURO CHRYS NIAGRA FALLS W/SMILE FACE",121.33,1/01/2018
yf10k55,"10"" KAMURO CHRYS TO RED STROBING W/WHITE STROBING PISTIL",104.1,1/01/2018
yf10k52,"10"" KAMURO CHRYS W/GOLD WILLOW PISTIL",100.32,1/01/2018
yf10k85,"10"" LEMON PEONY W/MAGENTA CIRCLE W/CRACKLING PISTIL",107.2,1/01/2018
yf10t22,"10"" LIGHT GREEN AND SILVER DOUBLE MUM",121.33,1/01/2018
yf10t23,"10"" LIGHT GREEN PEONY W/GOLD COCONUT & MAGENTA PISTIL",128.47,1/01/2018
yf10t24,"10"" LIGHT GREEN, YELLOW GREEN, & PINK 3-STAGE TEN THOUS CIRCLES",121.33,1/01/2018
yf10k86,"10"" MAGENTA TO AQUA TO GOLD STROBING PEONY W/MUTICOLOR SMALL FLOWERS",100.1,1/01/2018
yf10k110,"10"" MULTICOLOR COCONUT CROSSETTE W/4 SILVER TAILS",126.88,1/01/2018
yf10p03,"10"" MULTICOLOR METEOR 887",131.65,1/01/2018
yf10t21,"10"" MULTICOLOR PALM TREE TO CROWN FLOWERS",121.33,1/01/2018
yf10c06,"10"" MULTICOLOR PALM TREE W/CROWN FLOWERS W/4 STROBE TAILS",124.06,1/01/2018
yf10t20,"10"" MULTICOLOR TEN THOUSAND CIRCLES CHRYS W/TAIL",128.47,1/01/2018
yf10k111,"10"" MULTICOLOR THOUSAND CIRCLE CHRYS W/4 GOLD STROBE TAILS",127.68,1/01/2018
yf10c08,"10"" NISHIKI KAMURO NIAGRA FALLS W/GOLD STROBE TAILS 131-140",128.42,1/01/2018
yf10t19,"10"" NISHIKI KAMURO NIAGRA FALLS W/GREEN PISTIL",123.71,1/01/2018
yf10k112,"10"" NISHIKI KAMURO PEONY IN GRN STROBE CIRCLE W/GRN STRB PIST W/4 GRN TLS",129.32,1/01/2018
yf10e06,"10"" NISHIKI KAMURO PEONY W/PURPLE PSTL IN PURPLE RING W/4 STROBE TAILS",110.89,1/01/2018
yf10k45,"10"" NISHIKI KAMURO TO CRACKLING FLOWERS",101.3,1/01/2018
yf10t18,"10"" NISHIKI KAMURO TO PURPLE STROBE W/PURPLE STROBE PISTIL",120.14,1/01/2018
yf10t16,"10"" NISHIKI KAMURO TO RED STROBE W/RED STROBE PISTIL",118.95,1/01/2018
yf10t15,"10"" NISHIKI KAMURO TO RED STROBE W/WHITE STROBE PISTIL",120.14,1/01/2018
yf10t17,"10"" NISHIKI KAMURO TO WHITE STROBE W/WHITE STROBE PISTIL",121.33,1/01/2018
yf10t14,"10"" NISHIKI KAMURO W/STROBING PISTIL",127.28,1/01/2018
yf10k88,"10"" ORANGE TO LEMON TO MAGENTA PEONY W/CRACKLING PISTIL",102.1,1/01/2018
yf10t27,"10"" PURPLE TEN THOUSAND CIRCLES CHRYS",127.28,1/01/2018
yf10k72,"10"" RED CHRYS CRACKLING W/CRACKLING PISTIL",106.11,1/01/2018
yf10k74,"10"" RED CRACKLING W/DOUBLE CRACKLING PISTIL",107.2,1/01/2018
yf10k64,"10"" RED CYCAS BLOOMS",110.11,1/01/2018
yf10k113,"10"" RED CYCAS BLOOMS W/BLUE CROSSETTE PISTIL W/4 RED TAILS",125.27,1/01/2018
yf10t07,"10"" RED GAM TO BLUE TO RED CHRYS W/GOLD COCO & RED PISTIL",123.71,1/01/2018
yf10t08,"10"" RED GAM TO BLUE W/DOJUBLE PALM TREES & GREEN PISITL",120.14,1/01/2018
yf10k114,"10"" RED GAM TO CRACKLNG CHRYS W/CRCKLNG DOUBLE PIST W/4 CRCKLNG TAILS",131.76,1/01/2018
yf10k58,"10"" RED GAMBOGE TO BLUE TO RED STROBING PEONY",109.11,1/01/2018
yf10k59,"10"" RED GAMBOGE TO BLUE TO RED TO SILVER W/RED PISTIL",106.11,1/01/2018
yf10k61,"10"" RED GAMBOGE TO SILVER TO GREEN TO CRACKLING W/CRACKLING PISTIL",105.23,1/01/2018
yf10t30,"10"" RED PEONY W/BROCADE CROWN RING",124.9,1/01/2018
yf10k115,"10"" RED PEONY W/SILVER PALM TREE PISTIL W/4 RED TAILS",130.09,1/01/2018
yf10t10,"10"" RED STROBE NISHIKI KAMURO W/GREEN STROBE PISTIL",126.09,1/01/2018
yf10t09,"10"" RED STROBE WILLOW",123.71,1/01/2018
yf10k50,"10"" RED STROBING NISHIKI KAMURO W/GREEN STROBING PISTIL",108.19,1/01/2018
yf10k41,"10"" RED STROBING NISHIKI KAMURO W/RED STROBING PISTIL 872",122,1/01/2018
yf10m04,"10"" RED TO BLUE PEONY W/GOLDEN PALM TREE W/STROBING PISTIL",124.44,1/01/2018
yf10k116,"10"" RED TO BLUE PEONY W/LARGE WHITE STROBE PISTIL W/4 SILVER TAILS",132.98,1/01/2018
yf10t05,"10"" SILVER CROWN W/ORANGE STROBE PISTIL",123.71,1/01/2018
yf10t26,"10"" SPANGLE CHRYS W/MULTICOLOR SMALL FLOWERS W/GREEN PISTIL",124.9,1/01/2018
yf10k84,"10"" STROBING TO RED TO GREEN PEONY W/RED TO BLUE PISTIL",107.2,1/01/2018
yf10p08,"10"" THREE PISTILS - BLUE & MAGENTA & LEMON 893-894",125.56,1/01/2018
yf10p07,"10"" THREE PISTILS - BLUE TO GREEN & RED 893",134.09,1/01/2018
yf10p09,"10"" THREE PISTILS - MAGENTA & LEMON STROBING 895",124.34,1/01/2018
yf10k98,"10"" THREE PISTILS (GRN,RED,GOLD STROB) IN NISHKI KAMURO CIRCLE W/4 WHT TLS",131.76,1/01/2018
yf10t28,"10"" WHITE STROBE TEN THOUSAND CIRCLES CHRYS W/TAIL",121.33,1/01/2018
yf10m02,"10"" WHITE STROBING NISHIKI KAMURO W/RED STROBING PISTIL 871",126.88,1/01/2018
yf10p12,"10"" WILLOW & MOON IN SHOWER - 908",125.56,1/01/2018
jsckm02,"CK 100S AMERICAN THUNDER (1.5"" TI SLAUTES W/RWB TAILS -FAST) (22S)",96.46,1/01/2018
whnck08,"CK 100S BLOOD RED DAHLIA, BLUE & WHITE STROBE MINES (30S)",75.07,1/01/2018
hqm03,CK 100S BLUE TAIL TO SILVER STROBE WILLOW W/BLUE STARS (32 SEC),67.41,1/01/2018
mtnck05,CK 100S BLUE TAIL W/RED MINES TO CHRYS WILLOW (32S),76.22,1/01/2018
cspck16,CK 100S BROCADE CROWN TAIL TO BROCADE CROWN W/PEACH RED PIST (30 SEC),79.37,1/01/2018
whnck09,CK 100S BROCADE CROWN W/BROCADE CROWN MINES  (30S),78.05,1/01/2018
ldc203-100,CK 100S BROCADE CROWNS (30 SEC),70.5,1/01/2018
wq13,CK 100S BROCADE TAIL TO BIG BROCADE TO MULTICOLOR (40 SEC),72.87,1/01/2018
hqm02,CK 100S COLOR CHRYS & CRACKLING & TI SALUTES (40 SEC),69.11,1/01/2018
yxck02,CK 100S COLOR DAHLIAS W/CHRYS MINES (30S),69.94,1/01/2018
thtck01-q,CK 100S COLORFUL WHITE GLITTER PITIL WHEAT - 24S,76.44,1/01/2018
hq15,CK 100S COROLLA CHRYS TO BLUE W/BLUE PISTIL W/BLUE TAIL (30 SEC),76.74,1/01/2018
hq14,CK 100S GLITTERING MINE TO GLITTERING COCONUT W/COLOR STARS (36S),69.36,1/01/2018
hq12,CK 100S GOLD COCONUT W/GREEN STROBE PISTIL W/GREEN TAILS (30 SEC),71.32,1/01/2018
whckt01,"CK 100S GOLD,RED,GREEN,PURPLE,BROCADE TAIL TO SAME CLR PEONY",69.69,1/01/2018
ldc209-100,CK 100S GOLDEN WILLOWS W/GOLDEN TAILS (30 SEC),66.62,1/01/2018
